Brand,Model,Storage,category,marketplace,link,priceInitial,pricePromo,promotionType,collectionTime
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017P5,1349.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01966,1399.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air 2,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017D5,1199.9,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 5,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019M9,1549.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019M4,1149.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 5,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019M5,1649.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018E1,1299.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 5,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017P1,1299.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018Y7,949.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019K1,1249.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018Y3,999.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air 2,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018H8,1499.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad mini,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019T7,849.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air 13,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016F9,13399.5,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017J7,3749.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01802,4099.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019N0,1149.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 5,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019N4,1649.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Air,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019N0,1149.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Air,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01892,1049.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad 6th,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00NP6,1550.0,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad 7,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019S0,2549.7,N/A,Aucune,2025-01-31 01:07:12
Xiaomi,Redmi Pad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/2S7-00ZW-001G4,2299.9,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01955,1549.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017Z0,2949.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019P8,3399.7,N/A,Aucune,2025-01-31 01:07:12
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00955,7509.9,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019P6,3749.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01835,3299.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017D8,1689.9,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019P1,3749.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017E2,1699.9,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01884,849.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019H8,4099.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018B0,6149.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad 5,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019M1,1399.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019N1,849.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018T8,7099.7,N/A,Aucune,2025-01-31 01:07:12
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BZ4,11269.9,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01824,2849.7,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01815,2449.7,N/A,Aucune,2025-01-31 01:07:12
Samsung,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AB7,3155.5,N/A,Aucune,2025-01-31 01:07:12
Apple,iPad 9,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011Z3,1089.9,N/A,Aucune,2025-01-31 01:07:12
Brand,Model,Storage,category,marketplace,link,priceInitial,pricePromo,promotionType,collectionTime
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ5,5999.9,4799.9,20%,2025-02-02 18:38:00
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ6,5799.9,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab A9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BF6,2699.9,2500.2,7%,2025-02-02 18:38:00
Samsung,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/1TS-0002-00611,1919.9,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B10,4290.0,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ4,4499.9,3499.9,22%,2025-02-02 18:38:00
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AW8,7999.9,6843.3,14%,2025-02-02 18:38:00
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AW9,6790.0,N/A,Aucune,2025-02-02 18:38:00
Lenovo,Tab Plus,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005Y2,3199.9,2399.9,25%,2025-02-02 18:38:00
Lenovo,Tab M8,32GB,Tablette,Newegg,https://www.newegg.com/lenovo-android-zabu0108us-tb-300fu-gray/p/0EJ-001J-005B0,1099.9,729.9,33%,2025-02-02 18:38:00
SAMSUNG,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR8,2809.8,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/26J-05F1-00028,1859.9,N/A,Aucune,2025-02-02 18:38:00
SAMSUNG,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR4,2809.9,N/A,Aucune,2025-02-02 18:38:00
Lenovo,Tab Model,64GB,Tablette,Newegg,https://www.newegg.com/p/26J-05GT-00003,1399.9,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab S9,12GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX4,11141.4,N/A,Aucune,2025-02-02 18:38:00
Lenovo,Tab M11,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005N0,1799.9,N/A,Aucune,2025-02-02 18:38:00
Lenovo,Tab Plus,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00639,6999.9,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab A9,660GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BK5,2678.3,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab Active4,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A15,6902.8,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab S10,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV0,10659.8,N/A,Aucune,2025-02-02 18:38:00
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005G3,1549.9,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab Active4,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A27,7448.5,N/A,Aucune,2025-02-02 18:38:00
SAMSUNG,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nidaxar-galaxy-tab-a8-pink-gold/p/N82E16834132486,0.0,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab S10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV2,11524.2,N/A,Aucune,2025-02-02 18:38:00
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A54,8939.8,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,GALAXY TAB S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM3,5087.9,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S10,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV1,12676.6,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab Active4,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009Z4,5902.4,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S10,16GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV3,15557.6,N/A,Aucune,2025-02-02 18:38:14
Lenovo,Tab M9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005B9,1799.9,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AW7,7799.9,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab S8,256GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x700nidbxar-galaxy-tab-s8-pink-gold/p/N82E16834132494,7799.9,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV6,10945.2,N/A,Aucune,2025-02-02 18:38:14
Lenovo,Tab M11,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005X3,1952.2,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab A9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BG0,2490.0,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BW7,11044.0,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nzaaxar-galaxy-tab-a8-dark-gray/p/N82E16834132483,0.0,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ7,5999.9,4690.0,21%,2025-02-02 18:38:14
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ9,4859.9,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM8,2728.3,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab Active5,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM4,5999.9,5599.9,6%,2025-02-02 18:38:14
Lenovo,Tab Plus,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00606,3819.9,N/A,Aucune,2025-02-02 18:38:14
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005G2,2419.9,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab A7,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00673,0.0,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x700nzaaxar-galaxy-tab-s8-dark-gray/p/N82E16834132489,0.0,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/2S7-0019-00383,2809.9,N/A,Aucune,2025-02-02 18:38:14
Lenovo,Tab M11,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005V5,2179.9,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BW1,9699.5,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab Active5,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BS5,5759.1,N/A,Aucune,2025-02-02 18:38:14
Lenovo,Tab M10,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00529,2179.9,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab A8,128GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nzafxar-galaxy-tab-a8-dark-gray/p/N82E16834132485,3460.0,N/A,Aucune,2025-02-02 18:38:14
Samsung,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00861,5829.9,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab S9,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX9,9190.0,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B11,4290.0,N/A,Aucune,2025-02-02 18:38:14
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009U9,4699.9,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,GALAXY TAB A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM9,2737.6,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab 9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BU1,1199.9,N/A,Aucune,2025-02-02 18:38:27
Lenovo,Tab M10,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00555,2359.9,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BF9,4690.0,N/A,Aucune,2025-02-02 18:38:27
Lenovo,Tab M10,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005F4,2833.2,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00675,2990.0,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab A8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009Z1,3170.0,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab A7,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-007N0,1690.0,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/samsung-a7-galaxy-tab-dark-gray/p/0EJ-000P-00674,3609.9,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-005K7,0.0,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM1,6379.9,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX0,6290.0,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ8,4690.0,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab A8,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nidexar-galaxy-tab-a8-pink-gold/p/N82E16834132487,0.0,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-005X6,2759.9,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009U8,4449.9,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab A8,128GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nidfxar-galaxy-tab-a8-pink-gold/p/N82E16834132488,3390.0,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S7,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-008K6,6839.9,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BT6,3049.9,N/A,Aucune,2025-02-02 18:38:27
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX6,9199.9,6790.0,26%,2025-02-02 18:38:27
Lenovo,Tab M10,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-003H5,1099.9,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009W6,2090.0,N/A,Aucune,2025-02-02 18:38:27
SAMSUNG,Galaxy Tab S9,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX8,9059.9,N/A,Aucune,2025-02-02 18:38:27
Xiaomi,Redmi Pad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/2S7-00ZW-001G4,2299.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/sm-p613nzamxar-samsung-galaxy-tab-s6-lite-oxford-gray/p/0EJ-000P-00A60,2949.9,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009S2,0.0,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR7,3389.9,N/A,Aucune,2025-02-02 18:38:36
Lenovo,Tab M8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00558,1490.0,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BZ4,11259.9,N/A,Aucune,2025-02-02 18:38:36
Lenovo,Tab M10,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00504,3029.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B12,4390.0,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x808uzaaatt-galaxy-tab-s8-5g-graphite/p/N82E16834132529,13419.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR9,3509.9,N/A,Aucune,2025-02-02 18:38:36
Lenovo,Tab M8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005K9,1839.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B16,5690.0,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B14,5690.0,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A09,13159.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR6,2809.9,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab Active2,16GB,Tablette,Newegg,https://www.newegg.com/samsung-black-galaxy-tab-active2-sm-t390/p/N82E16834132201,0.0,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab Active5,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BT1,4999.9,4709.9,5%,2025-02-02 18:38:36
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00633,3090.0,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-t500nzatxar-a7-gray/p/0EJ-000P-006B0,2599.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B15,7209.9,N/A,Aucune,2025-02-02 18:38:36
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR5,3559.9,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab A8,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A58,2790.0,N/A,Aucune,2025-02-02 18:38:36
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-006D1,3499.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-007C8,4909.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00955,7499.9,N/A,Aucune,2025-02-02 18:38:44
Lenovo,Tab M8,16GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00452,1490.0,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A57,2299.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BX1,1970.0,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A8,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009S4,2599.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-p610nzabxar-s6-gray/p/0EJ-000P-006C5,3090.0,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A7,32GB,Tablette,Newegg,https://www.newegg.com/samsung-t220-galaxy-a7-lite-silver/p/0EJ-000P-008J3,1790.0,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-t500nzatxar-tab-a7-gray/p/0EJ-000P-006J0,2599.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A8,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009S5,2799.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AY3,3039.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009M6,2299.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab A7,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AY2,2599.9,N/A,Aucune,2025-02-02 18:38:44
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/samsung-s9-fe-tab-gray/p/N82E16834132543,5341.0,N/A,Aucune,2025-02-02 18:38:44
Lenovo,Tab M10,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00647,2490.0,N/A,Aucune,2025-02-02 18:38:44
SAMSUNG,Galaxy Tab S8,256GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x800nzabxar-galaxy-tab-s8-dark-gray/p/N82E16834132496,11571.3,N/A,Aucune,2025-02-02 18:38:52
Samsung,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BS9,3282.2,N/A,Aucune,2025-02-02 18:38:52
CHUWI,ipad Xpro,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-002A-000J6,2199.9,1059.9,51%,2025-02-02 18:38:58
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005B4,1500.0,N/A,Aucune,2025-02-02 18:38:58
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005B4R,1499.9,919.9,38%,2025-02-02 18:39:17
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A54R,7391.7,N/A,Aucune,2025-02-02 18:39:17
Samsung,Galaxy Tab A7,32GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-t220nzabxar-tab-a7-lite-8-7-gray/p/0EJ-000P-008Z4,799.9,N/A,Aucune,2025-02-02 18:39:17
Apple,Ipad 10,64GB,Tablette,Newegg,https://www.newegg.com/apple-mk2k3ll-a-9th-gen-ipad-silver/p/N82E16858752809,3999.9,2699.9,32%,2025-02-02 18:39:17
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/apple-mw742ll-a-ipad-7-space-gray/p/N82E16858752589,2499.9,1349.9,46%,2025-02-02 18:39:17
